,doc_sentiments,documents,zone_sentiments
201,0.4988970588235294,"['Joe Biden Called Cory Booker. But Apologize? It’s Not the Biden Way.', ""Joseph R. Biden Jr. has spent the early weeks of his third presidential bid doing a lot of pushing back. What he hasn't done is is bow to critics and apologize.""]","[-0.1323529411764706, 0.63125]"
202,-0.14414414414414414,"[""Joe Biden's segregationist comments loom large as 2020 Democrats gather in South Carolina"", 'When Joe Biden entered the race a few months ago', ' he looked like an unquestioned frontrunner here -- far outpacing the rest of the Democratic field with his ...']","[0, 0, -0.14414414414414414]"
203,3.046924517430135,"['Once the poorest senator', ' ‘Middle Class Joe’ Biden has reaped millions in income since leaving the vice presidency', 'Biden bought one multimillion-dollar home and rented another. A book deal and dozens of highly paid speeches placed him in a more rarefied world than he ...']","[2.708333333333333, 0.2808988764044944, 0.057692307692307696]"
204,0.2807017543859649,"['Joe Biden heads to Iowa as frontrunner status is tested', 'Former Vice President Joe Biden returns to Iowa this week', ' where his status as the front-runner for the 2020 Democratic nomination will be tested as he ...']","[0, 0.2807017543859649, 0]"
205,3.0265060240963857,"['Joe Biden is Donald Trump', ""Electing someone who wants to bring back pre-2016 America isn't just unsatisfactory"", "" it's a threat.""]","[0, 0.6265060240963856, 2.4]"
206,1.118421052631579,"['Joe Biden Is on Top of the Democratic Primary Field. How Does He Stay There?', 'Before Joe Biden announced his presidential campaign', ' the former vice president privately worried about the fundamentals. Could he raise the money needed ...']","[0.11842105263157894, 0.3076923076923077, 0.6923076923076923]"
207,0.7629016972516585,"['Joe Biden announces massive $20 million raised as first debate approaches', 'Joe Biden revealed Monday that his campaign may have raised nearly $20 million since the former vice president entered the 2020 race -- a figure that would ...']","[0.5616438356164384, 0.20125786163522014]"
208,0.0,"['Why Joe Biden Thinks He Can Ignore His Many Democratic Rivals', 'Mr. Biden is betting that his widespread name recognition and early poll results free him to focus on President Trump — and brush off his 22 Democratic ...']","[0, 0.0]"
209,-1.084507042253521,"['Why Joe Biden should answer for his record from decades ago', 'In the 1970s and 1980s', ' he helped pull the Democratic Party to the right. Will he do so again?']","[0, 0, -1.084507042253521]"
210,-0.14492753623188404,"['Joe Biden Has Been in High-Pressure Debates Before. But Never Like This', 'Joe Biden has never been in such a strong position to capture the Democratic nomination. But will his debate performance help or hurt him?']","[0, -0.14492753623188404]"
211,1.7570224719101124,"['Joe Biden remains publicly mum about upset over his remarks about segregationist senators', 'COLUMBIA', ' S.C. — Former vice president Joe Biden for the second day on Friday publicly ignored a controversy over comments he made this week bragging ...']","[0.3820224719101124, 0, 1.375]"
212,0.9529329118370214,"['Joe Biden just had the worst week of his 2020 campaign - Business Insider', ""It wouldn't be hyperbolic to say the past few days have been the worst of former Vice President Joe Biden's campaign.""]","[0.4657534246575342, 0.4871794871794872]"
213,9.846783184090336,"['2020 race', ' Joe Biden will never give up on the system', ""“Any day of the week you can read or hear about the lamentable state of our nation's politics"", ' about our bitter and partisan party divisions', ' about the regrettable ...']","[0, 0, 1.6344086021505375, 2.1739130434782608, 6.038461538461538]"
