,doc_sentiments,documents,zone_sentiments
1005,0.8470588235294116,"['Why Elizabeth Warren Lost', ""The failure of Warren's campaign merits a nuanced discussion that goes beyond sexism.""]","[0, 0.8470588235294116]"
1006,0.6261398176291793,"['Elizabeth Warren Assesses Future Of Her Presidential Bid', 'Warren flew back to Massachusetts Wednesday morning to scrum with her team and aides to see what', ' if any', ' path remains forward for her presidential bid.']","[0.2857142857142857, 0, 0, 0.3404255319148936]"
1007,0.2769343601026769,"[""'What More Does a Woman Have to Do?' Elizabeth Warren's Donors Share Their Frustrations With Her Exit"", ""Nearly half a million women contributed to Elizabeth Warren's campaign with the hopes that she would become the first female President.""]","[0.15841584158415842, 0.11851851851851852]"
1008,-3.5512810226786478,"['Sen. Elizabeth Warren talks endorsement as Democratic primary officially becomes two-person race', 'After Hawaii Rep. Tulsi Gabbard exited the race on Thursday and the Democratic primary officially becomes a two-person race', ' voters are eagerly waiting to see ...']","[-1.6770833333333335, 0.07317073170731707, -1.9473684210526316]"
1009,-0.3333333333333333,"['Why Massachusetts Voters Turned Their Backs On Elizabeth Warren', 'In the end', ' it seems likely that voters in her home state relied less on gut feelings than on cool calculations. Massachusetts still loves Elizabeth Warren', ' writes ...']","[0, 0, -0.3333333333333333, 0]"
1010,-0.5143975751452388,"['How the sting of an Elizabeth Warren defeat felt different for young women', ""Warren's candidacy struck an all-too-familiar note for many as hopes faded for a highly qualified contender"", "" 'What more could she have done?'""]","[-0.3648648648648649, -0.1495327102803739, 0]"
1011,-1.746178457163171,"['The Case For Elizabeth Warren', ""Elizabeth Warren doesn't reject incremental improvements while pressing for big structural change"", ' writes Julie Wittes Schlack.']","[0, -2.6082474226804124, 0.8620689655172413]"
1012,0.6953748006379585,"['Elizabeth Warren for President open-sources its 2020 campaign tech', 'Democratic senator Elizabeth Warren may have ended her 2020 presidential run', ' but the tech used to drive her campaign will live on. Members of her staff ...']","[0.48484848484848486, 0.21052631578947367, 0]"
1013,0.19230769230769232,"['Here’s what Elizabeth Warren said on a phone call to her campaign staff', ""Warren told her campaign staff Thursday morning that she would be suspending her campaign. Here's what she said on the phone call.""]","[0, 0.19230769230769232]"
1014,0.8684210526315789,"['‘Milwaukee is the final play’', ' What the Elizabeth Warren campaign is saying headed into Super Tuesday', 'Through the first four 2020 presidential primary contests', ' Sen. Elizabeth Warren has yet to win a state. In fact', "" she hasn't even come in second. Headed into ...""]","[0, 0, 1.0350877192982455, -0.16666666666666666, 0]"
1015,0.0787878787878788,"['Elizabeth Warren pitches herself as new center of Democratic Party', 'Elizabeth Warren usually pushes back on the idea of political lanes', ' but with a narrowing field on the eve of Super Tuesday', "" she was making the case that she's ...""]","[0.24242424242424243, 0, -0.16363636363636364, 0]"
1016,0.1956521739130435,"['What Elizabeth Warren Taught Us – Mother Jones', ""The Massachusetts senator's legacy will outlive her campaign.""]","[0.1956521739130435, 0]"
1017,1.593341654142999,"['Elizabeth Warren ends presidential campaign', '2020 Democratic presidential candidate Sen. Elizabeth Warren is ending her campaign', ' a source familiar with her plans tells CNN.']","[0.37209302325581395, 0.49397590361445787, 0.7272727272727273]"
1018,0.652108165806796,"['Elizabeth Warren has no one to blame but herself for losing Massachusetts', ""Stop for a moment and savor with me the delicious schadenfreude of Sen. Warren's faceplant of a POTUS campaign. However bad you hoped it might be — it ...""]","[1.178082191780822, -0.525974025974026]"
1019,-0.663135704874835,"['Warren team turns grim after Super Tuesday wipeout', ""Elizabeth Warren had a plan for winning. It didn't work"", ' In 18 nomination contests', "" she hasn't finished above third place — including in her home state.""]","[0.32, -1.3454545454545452, 0, 0.36231884057971014]"
1020,-1.0425531914893622,"['America Punished Elizabeth Warren for Her Competence', ""The country still doesn't know what to make of a woman—in politics"", ' and beyond—who refuses to qualify her success.']","[0, 0, -1.0425531914893622]"
1021,0.782051282051282,"[""It's Time"", ' Senator Warren', '""Persisting"" has been Elizabeth Warren\'s battle cry', ' writes Eileen McNamara. But her battle for the Democratic nomination is over.']","[0, 0, 0.6666666666666666, 0.11538461538461539]"
1022,0.5793801391524351,"['How Elizabeth Warren lost the White House but became the president of U.S. ideas | Will Bunch', 'A glass ceiling kept Sen. Elizabeth Warren out of the presidency', ' but she still won the war of ideas on free college and bailing out the middle class.']","[0.34408602150537637, 0, 0.23529411764705882]"
1023,-0.909090909090909,"['Elizabeth Warren’s Ranting Resumes', ""The fight against the coronavirus is 'favoring' no one.""]","[0, -0.909090909090909]"
1024,0.6260612772240679,"['Sen. Elizabeth Warren Ends Presidential Bid', 'Sen. Elizabeth Warren suspended her presidential campaign today', ' leaving essentially a two-man battle for the Democratic nomination between Joe Biden and ...']","[0.37209302325581395, 0.25396825396825395, 0]"
1025,0.01782608695652177,"['Elizabeth Warren', "" 'Girls will have to wait for woman president'"", ""Senator Elizabeth Warren drops out but says she's not ready to endorse a rival in presidential race.""]","[0, 0.34782608695652173, -0.32999999999999996]"
1026,0.33719035202086045,"['Elizabeth Warren’s Greatest Strength Was Also Her Greatest Weakness', 'The first time I saw Elizabeth Warren on the campaign trail', ' she was greeting voters in a Boston-area café at the start of her attempt to take down an incumbent ...']","[0, 0.423728813559322, -0.08653846153846154]"
1027,1.4686067538584466,"['Elizabeth Warren voted for the Senate coronavirus relief bill. She says it remains ‘insufficient.’', 'Sen. Elizabeth Warren joined her colleagues to pass the Senate coronavirus relief bill', "" even though she believes it falls short of what's needed to respond to the ...""]","[0.42857142857142866, -0.023255813953488358, 1.0632911392405062]"
1028,-3.2380645161290325,"['It’s Time for Elizabeth Warren to Drop Out', 'If Warren wants to protect her reputation as a liberal fighter', ' she needs to drop out and endorse Bernie Sanders.']","[0, -2.2580645161290325, -0.98]"
1029,-2.206845238095238,"['Elizabeth Warren was the ideal candidate', ' but there was only one problem… she was a woman', 'In the US', ' it still seems that a smart', ' well-qualified hopeful must always lose to an ageing white man.']","[-0.625, 1.0208333333333333, 0, -0.5714285714285714, -2.03125]"
